Team,is_home,score_for,score_against,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P,match_url,season
Adelaide,1,75,78,651.0,224.0,449.0,1100.0,32.0,36.0,141.0,206.0,134.0,148.0,127.0,207.0,58.0,62.0,7.0,419.0,648.0,17.0,15.0,190.0,22.0,18.0,1802.0,https://afltables.com/afl/stats/games/2024/010520240419.html,2024
Essendon,0,78,75,651.0,217.0,463.0,1114.0,31.0,45.0,144.0,223.0,112.0,167.0,128.0,186.0,62.0,58.0,11.0,424.0,663.0,16.0,18.0,203.0,26.0,18.0,1801.0,https://afltables.com/afl/stats/games/2024/010520240419.html,2024
Collingwood,1,123,81,611.0,221.0,446.0,1057.0,46.0,51.0,104.0,190.0,113.0,179.0,111.0,154.0,63.0,63.0,12.0,442.0,587.0,35.0,44.0,134.0,15.0,25.0,1800.0,https://afltables.com/afl/stats/games/2024/041320240420.html,2024
Port Adelaide,0,81,123,598.0,235.0,409.0,1007.0,41.0,39.0,112.0,194.0,130.0,160.0,105.0,161.0,63.0,63.0,6.0,401.0,565.0,31.0,43.0,136.0,18.0,26.0,1800.0,https://afltables.com/afl/stats/games/2024/041320240420.html,2024
Carlton,1,117,98,595.0,246.0,517.0,1112.0,49.0,38.0,110.0,172.0,107.0,159.0,128.0,150.0,50.0,43.0,11.0,419.0,679.0,27.0,47.0,124.0,10.0,34.0,1800.0,https://afltables.com/afl/stats/games/2024/032120240420.html,2024
Greater Western Sydney,0,98,117,623.0,282.0,458.0,1081.0,47.0,31.0,97.0,188.0,109.0,156.0,112.0,156.0,43.0,50.0,7.0,385.0,665.0,27.0,43.0,125.0,14.0,32.0,1800.0,https://afltables.com/afl/stats/games/2024/032120240420.html,2024
Brisbane Lions,1,37,63,660.0,164.0,438.0,1098.0,17.0,35.0,135.0,231.0,143.0,159.0,153.0,217.0,53.0,49.0,7.0,495.0,564.0,16.0,22.0,167.0,7.0,10.0,1799.0,https://afltables.com/afl/stats/games/2024/091920240420.html,2024
Geelong,0,63,37,648.0,157.0,408.0,1056.0,22.0,31.0,165.0,243.0,142.0,165.0,153.0,227.0,49.0,53.0,11.0,474.0,528.0,14.0,20.0,181.0,5.0,14.0,1802.0,https://afltables.com/afl/stats/games/2024/091920240420.html,2024
West Coast,1,105,68,602.0,296.0,361.0,963.0,42.0,26.0,100.0,147.0,90.0,136.0,114.0,117.0,49.0,50.0,12.0,372.0,596.0,41.0,37.0,114.0,19.0,23.0,1800.0,https://afltables.com/afl/stats/games/2024/081820240420.html,2024
Fremantle,0,68,105,592.0,289.0,383.0,975.0,36.0,25.0,128.0,147.0,93.0,128.0,120.0,120.0,50.0,49.0,6.0,348.0,616.0,31.0,32.0,108.0,23.0,25.0,1800.0,https://afltables.com/afl/stats/games/2024/081820240420.html,2024
Sydney,1,110,57,602.0,291.0,465.0,1067.0,42.0,25.0,113.0,208.0,120.0,163.0,96.0,177.0,49.0,51.0,12.0,361.0,697.0,23.0,37.0,127.0,17.0,30.0,1802.0,https://afltables.com/afl/stats/games/2024/162020240421.html,2024
Gold Coast,0,57,110,589.0,273.0,444.0,1033.0,33.0,26.0,112.0,197.0,120.0,155.0,93.0,177.0,53.0,48.0,6.0,368.0,656.0,25.0,26.0,128.0,13.0,24.0,1799.0,https://afltables.com/afl/stats/games/2024/162020240421.html,2024
North Melbourne,1,68,113,587.0,268.0,423.0,1010.0,37.0,27.0,125.0,180.0,128.0,167.0,118.0,169.0,59.0,67.0,6.0,354.0,636.0,18.0,41.0,101.0,28.0,28.0,1800.0,https://afltables.com/afl/stats/games/2024/101220240421.html,2024
Hawthorn,0,113,68,634.0,296.0,429.0,1063.0,44.0,30.0,106.0,189.0,127.0,178.0,116.0,170.0,67.0,59.0,12.0,366.0,687.0,21.0,49.0,106.0,20.0,38.0,1799.0,https://afltables.com/afl/stats/games/2024/101220240421.html,2024
Richmond,1,42,85,651.0,345.0,443.0,1094.0,23.0,31.0,81.0,166.0,116.0,150.0,82.0,210.0,48.0,60.0,6.0,374.0,720.0,24.0,36.0,139.0,20.0,19.0,1800.0,https://afltables.com/afl/stats/games/2024/111420240424.html,2024
Melbourne,0,85,42,687.0,366.0,430.0,1117.0,31.0,26.0,81.0,161.0,124.0,150.0,89.0,201.0,60.0,48.0,12.0,391.0,720.0,27.0,39.0,116.0,10.0,23.0,1798.0,https://afltables.com/afl/stats/games/2024/111420240424.html,2024
Essendon,1,85,85,638.0,283.0,472.0,1110.0,36.0,39.0,87.0,169.0,119.0,163.0,103.0,180.0,66.0,66.0,11.0,381.0,691.0,36.0,33.0,143.0,9.0,29.0,1801.0,https://afltables.com/afl/stats/games/2024/040520240425.html,2024
Collingwood,0,85,85,601.0,260.0,431.0,1032.0,36.0,39.0,81.0,185.0,121.0,161.0,86.0,180.0,66.0,66.0,7.0,360.0,635.0,33.0,33.0,145.0,9.0,28.0,1802.0,https://afltables.com/afl/stats/games/2024/040520240425.html,2024
Greater Western Sydney,1,113,59,669.0,316.0,408.0,1077.0,42.0,33.0,100.0,164.0,114.0,154.0,110.0,155.0,53.0,58.0,12.0,380.0,670.0,24.0,37.0,119.0,35.0,33.0,1798.0,https://afltables.com/afl/stats/games/2024/192120240425.html,2024
Brisbane Lions,0,59,113,627.0,293.0,363.0,990.0,33.0,33.0,95.0,160.0,108.0,149.0,106.0,151.0,58.0,53.0,6.0,364.0,596.0,24.0,29.0,118.0,19.0,27.0,1802.0,https://afltables.com/afl/stats/games/2024/192120240425.html,2024
Port Adelaide,1,82,72,657.0,293.0,364.0,1021.0,33.0,38.0,127.0,221.0,106.0,152.0,98.0,166.0,60.0,45.0,11.0,396.0,600.0,33.0,34.0,139.0,15.0,18.0,1801.0,https://afltables.com/afl/stats/games/2024/131520240426.html,2024
St Kilda,0,72,82,627.0,268.0,356.0,983.0,33.0,28.0,116.0,193.0,113.0,145.0,94.0,188.0,45.0,60.0,7.0,375.0,576.0,27.0,29.0,134.0,12.0,18.0,1798.0,https://afltables.com/afl/stats/games/2024/131520240426.html,2024
North Melbourne,1,81,138,630.0,283.0,393.0,1023.0,44.0,36.0,127.0,147.0,107.0,142.0,114.0,139.0,56.0,52.0,6.0,390.0,603.0,37.0,36.0,113.0,7.0,32.0,1800.0,https://afltables.com/afl/stats/games/2024/011220240427.html,2024
Adelaide,0,138,81,657.0,317.0,432.0,1089.0,52.0,45.0,128.0,159.0,97.0,161.0,123.0,140.0,52.0,56.0,12.0,408.0,657.0,53.0,54.0,112.0,8.0,40.0,1801.0,https://afltables.com/afl/stats/games/2024/011220240427.html,2024
Geelong,1,118,105,606.0,253.0,428.0,1034.0,51.0,35.0,112.0,199.0,125.0,156.0,120.0,145.0,34.0,38.0,9.0,379.0,626.0,32.0,49.0,127.0,18.0,31.0,1800.0,https://afltables.com/afl/stats/games/2024/030920240427.html,2024
Carlton,0,105,118,630.0,266.0,439.0,1069.0,48.0,40.0,122.0,197.0,103.0,177.0,126.0,131.0,38.0,34.0,9.0,398.0,646.0,28.0,47.0,113.0,15.0,29.0,1800.0,https://afltables.com/afl/stats/games/2024/030920240427.html,2024
Fremantle,1,95,71,615.0,281.0,517.0,1132.0,38.0,33.0,128.0,166.0,118.0,154.0,124.0,137.0,46.0,50.0,12.0,396.0,724.0,26.0,39.0,123.0,32.0,29.0,1799.0,https://afltables.com/afl/stats/games/2024/070820240427.html,2024
Western Bulldogs,0,71,95,612.0,289.0,497.0,1109.0,34.0,33.0,115.0,173.0,116.0,152.0,107.0,136.0,50.0,46.0,6.0,384.0,710.0,25.0,33.0,129.0,22.0,25.0,1799.0,https://afltables.com/afl/stats/games/2024/070820240427.html,2024
Gold Coast,1,112,75,576.0,236.0,344.0,920.0,46.0,23.0,144.0,225.0,93.0,169.0,127.0,157.0,78.0,66.0,12.0,407.0,501.0,29.0,30.0,123.0,17.0,32.0,1801.0,https://afltables.com/afl/stats/games/2024/182020240428.html,2024
West Coast,0,75,112,567.0,235.0,307.0,874.0,41.0,16.0,99.0,213.0,120.0,137.0,110.0,173.0,66.0,78.0,6.0,370.0,474.0,25.0,24.0,129.0,16.0,25.0,1801.0,https://afltables.com/afl/stats/games/2024/182020240428.html,2024
Hawthorn,1,42,118,611.0,296.0,449.0,1060.0,28.0,34.0,92.0,157.0,102.0,144.0,100.0,157.0,42.0,48.0,6.0,366.0,696.0,19.0,41.0,108.0,15.0,21.0,1799.0,https://afltables.com/afl/stats/games/2024/101620240428.html,2024
Sydney,0,118,42,670.0,352.0,457.0,1127.0,41.0,32.0,112.0,179.0,114.0,147.0,95.0,146.0,48.0,42.0,12.0,348.0,771.0,23.0,43.0,111.0,21.0,30.0,1801.0,https://afltables.com/afl/stats/games/2024/101620240428.html,2024
Adelaide,1,78,48,634.0,247.0,419.0,1053.0,29.0,30.0,137.0,211.0,136.0,151.0,109.0,167.0,58.0,53.0,10.0,410.0,612.0,33.0,32.0,144.0,20.0,24.0,1797.0,https://afltables.com/afl/stats/games/2024/011320240502.html,2024
Port Adelaide,0,48,78,608.0,227.0,418.0,1026.0,22.0,42.0,136.0,203.0,119.0,161.0,119.0,172.0,53.0,58.0,8.0,424.0,582.0,33.0,31.0,138.0,25.0,18.0,1801.0,https://afltables.com/afl/stats/games/2024/011320240502.html,2024
Carlton,1,79,85,651.0,257.0,402.0,1053.0,36.0,27.0,127.0,196.0,128.0,139.0,124.0,178.0,65.0,64.0,9.0,446.0,582.0,30.0,28.0,165.0,9.0,26.0,1801.0,https://afltables.com/afl/stats/games/2024/030420240503.html,2024
Collingwood,0,85,79,618.0,241.0,393.0,1011.0,36.0,33.0,128.0,230.0,103.0,164.0,128.0,179.0,64.0,65.0,9.0,430.0,564.0,24.0,26.0,159.0,12.0,28.0,1801.0,https://afltables.com/afl/stats/games/2024/030420240503.html,2024
Sydney,1,98,69,633.0,192.0,404.0,1037.0,38.0,37.0,121.0,218.0,116.0,176.0,117.0,209.0,75.0,65.0,12.0,488.0,542.0,30.0,23.0,174.0,24.0,20.0,1799.0,https://afltables.com/afl/stats/games/2024/162120240504.html,2024
Greater Western Sydney,0,69,98,615.0,201.0,415.0,1030.0,34.0,32.0,101.0,217.0,136.0,151.0,105.0,214.0,66.0,73.0,6.0,472.0,544.0,30.0,31.0,189.0,21.0,22.0,1800.0,https://afltables.com/afl/stats/games/2024/162120240504.html,2024
St Kilda,1,103,65,670.0,325.0,448.0,1118.0,40.0,31.0,100.0,197.0,100.0,164.0,112.0,170.0,62.0,58.0,12.0,394.0,700.0,27.0,42.0,113.0,18.0,31.0,1799.0,https://afltables.com/afl/stats/games/2024/121520240504.html,2024
North Melbourne,0,65,103,620.0,266.0,437.0,1057.0,35.0,23.0,125.0,202.0,122.0,139.0,104.0,178.0,58.0,62.0,6.0,380.0,644.0,21.0,36.0,112.0,24.0,26.0,1800.0,https://afltables.com/afl/stats/games/2024/121520240504.html,2024
Melbourne,1,74,66,701.0,330.0,343.0,1044.0,29.0,40.0,75.0,161.0,122.0,152.0,80.0,183.0,48.0,45.0,11.0,378.0,636.0,40.0,39.0,139.0,12.0,21.0,1801.0,https://afltables.com/afl/stats/games/2024/091120240504.html,2024
Geelong,0,66,74,679.0,309.0,374.0,1053.0,28.0,38.0,78.0,157.0,124.0,151.0,79.0,198.0,45.0,48.0,7.0,375.0,651.0,32.0,39.0,152.0,12.0,21.0,1799.0,https://afltables.com/afl/stats/games/2024/091120240504.html,2024
West Coast,1,71,77,614.0,260.0,441.0,1055.0,33.0,21.0,109.0,157.0,129.0,148.0,121.0,150.0,49.0,44.0,8.0,385.0,657.0,29.0,36.0,105.0,18.0,25.0,1799.0,https://afltables.com/afl/stats/games/2024/051820240504.html,2024
Essendon,0,77,71,622.0,274.0,477.0,1099.0,33.0,27.0,134.0,179.0,114.0,164.0,122.0,162.0,44.0,49.0,10.0,383.0,711.0,28.0,36.0,111.0,21.0,26.0,1798.0,https://afltables.com/afl/stats/games/2024/051820240504.html,2024
Richmond,1,49,103,620.0,324.0,428.0,1048.0,27.0,39.0,94.0,140.0,118.0,135.0,68.0,179.0,42.0,51.0,6.0,307.0,718.0,18.0,36.0,111.0,36.0,19.0,1798.0,https://afltables.com/afl/stats/games/2024/081420240505.html,2024
Fremantle,0,103,49,667.0,357.0,463.0,1130.0,36.0,39.0,86.0,160.0,107.0,156.0,88.0,160.0,51.0,42.0,12.0,320.0,779.0,18.0,45.0,99.0,33.0,23.0,1800.0,https://afltables.com/afl/stats/games/2024/081420240505.html,2024
Western Bulldogs,1,91,98,620.0,271.0,421.0,1041.0,42.0,28.0,125.0,190.0,101.0,145.0,116.0,161.0,51.0,54.0,10.0,388.0,642.0,19.0,41.0,123.0,24.0,34.0,1799.0,https://afltables.com/afl/stats/games/2024/071020240505.html,2024
Hawthorn,0,98,91,646.0,296.0,398.0,1044.0,42.0,35.0,136.0,203.0,100.0,146.0,100.0,145.0,54.0,51.0,8.0,398.0,645.0,17.0,43.0,117.0,27.0,32.0,1801.0,https://afltables.com/afl/stats/games/2024/071020240505.html,2024
Brisbane Lions,1,79,45,705.0,356.0,353.0,1058.0,26.0,47.0,120.0,181.0,132.0,174.0,108.0,191.0,59.0,57.0,12.0,379.0,651.0,38.0,34.0,126.0,9.0,10.0,1801.0,https://afltables.com/afl/stats/games/2024/192020240505.html,2024
Gold Coast,0,45,79,603.0,268.0,382.0,985.0,22.0,37.0,129.0,185.0,147.0,156.0,105.0,202.0,55.0,60.0,6.0,362.0,588.0,31.0,26.0,120.0,12.0,11.0,1801.0,https://afltables.com/afl/stats/games/2024/192020240505.html,2024
Carlton,1,77,76,654.0,236.0,420.0,1074.0,35.0,20.0,115.0,222.0,129.0,143.0,124.0,174.0,55.0,53.0,10.0,456.0,581.0,33.0,23.0,166.0,3.0,25.0,1802.0,https://afltables.com/afl/stats/games/2024/031120240509.html,2024
Melbourne,0,76,77,648.0,238.0,432.0,1080.0,34.0,25.0,134.0,240.0,108.0,163.0,122.0,174.0,53.0,55.0,8.0,447.0,601.0,30.0,25.0,149.0,6.0,26.0,1803.0,https://afltables.com/afl/stats/games/2024/031120240509.html,2024
Geelong,1,95,101,609.0,221.0,389.0,998.0,43.0,33.0,137.0,225.0,109.0,158.0,126.0,163.0,55.0,53.0,7.0,392.0,552.0,28.0,40.0,138.0,18.0,34.0,1800.0,https://afltables.com/afl/stats/games/2024/091320240510.html,2024
Port Adelaide,0,101,95,657.0,244.0,394.0,1051.0,44.0,33.0,142.0,222.0,110.0,157.0,135.0,173.0,53.0,55.0,11.0,388.0,606.0,20.0,41.0,138.0,18.0,35.0,1803.0,https://afltables.com/afl/stats/games/2024/091320240510.html,2024
Fremantle,1,39,87,641.0,322.0,474.0,1115.0,21.0,39.0,67.0,136.0,116.0,143.0,83.0,161.0,65.0,58.0,6.0,335.0,756.0,20.0,35.0,103.0,8.0,19.0,1802.0,https://afltables.com/afl/stats/games/2024/081620240510.html,2024
Sydney,0,87,39,700.0,353.0,423.0,1123.0,30.0,33.0,95.0,146.0,121.0,148.0,82.0,163.0,58.0,65.0,12.0,340.0,747.0,22.0,34.0,98.0,13.0,26.0,1803.0,https://afltables.com/afl/stats/games/2024/081620240510.html,2024
Hawthorn,1,58,53,642.0,269.0,424.0,1066.0,23.0,31.0,137.0,238.0,122.0,139.0,106.0,116.0,43.0,41.0,11.0,426.0,631.0,38.0,34.0,114.0,14.0,13.0,1800.0,https://afltables.com/afl/stats/games/2024/101520240511.html,2024
St Kilda,0,53,58,669.0,310.0,410.0,1079.0,22.0,32.0,124.0,245.0,112.0,146.0,110.0,127.0,41.0,43.0,7.0,429.0,650.0,46.0,38.0,117.0,13.0,14.0,1799.0,https://afltables.com/afl/stats/games/2024/101520240511.html,2024
Essendon,1,82,62,628.0,300.0,476.0,1104.0,33.0,28.0,140.0,193.0,105.0,154.0,118.0,144.0,34.0,32.0,9.0,394.0,679.0,27.0,40.0,108.0,23.0,16.0,1800.0,https://afltables.com/afl/stats/games/2024/052120240511.html,2024
Greater Western Sydney,0,62,82,593.0,261.0,484.0,1077.0,30.0,26.0,115.0,200.0,120.0,137.0,119.0,150.0,32.0,34.0,9.0,401.0,656.0,30.0,35.0,123.0,19.0,14.0,1799.0,https://afltables.com/afl/stats/games/2024/052120240511.html,2024
Gold Coast,1,120,52,686.0,199.0,470.0,1156.0,41.0,46.0,115.0,212.0,122.0,179.0,111.0,177.0,64.0,53.0,12.0,447.0,654.0,24.0,22.0,153.0,23.0,24.0,1798.0,https://afltables.com/afl/stats/games/2024/122020240511.html,2024
North Melbourne,0,52,120,700.0,209.0,466.0,1166.0,31.0,38.0,95.0,190.0,136.0,157.0,102.0,201.0,53.0,64.0,6.0,429.0,675.0,21.0,20.0,165.0,22.0,18.0,1800.0,https://afltables.com/afl/stats/games/2024/122020240511.html,2024
Richmond,1,42,133,628.0,271.0,493.0,1121.0,31.0,31.0,137.0,147.0,149.0,159.0,108.0,175.0,45.0,48.0,6.0,401.0,714.0,16.0,22.0,146.0,23.0,25.0,1799.0,https://afltables.com/afl/stats/games/2024/071420240511.html,2024
Western Bulldogs,0,133,42,689.0,314.0,548.0,1237.0,44.0,44.0,127.0,156.0,124.0,195.0,117.0,152.0,48.0,45.0,12.0,415.0,819.0,20.0,35.0,157.0,19.0,35.0,1801.0,https://afltables.com/afl/stats/games/2024/071420240511.html,2024
Collingwood,1,103,37,660.0,307.0,442.0,1102.0,35.0,33.0,79.0,136.0,99.0,152.0,99.0,160.0,53.0,49.0,12.0,388.0,699.0,22.0,38.0,145.0,6.0,22.0,1797.0,https://afltables.com/afl/stats/games/2024/041820240512.html,2024
West Coast,0,37,103,630.0,302.0,410.0,1040.0,25.0,27.0,68.0,140.0,114.0,127.0,90.0,161.0,49.0,53.0,6.0,359.0,663.0,20.0,31.0,143.0,6.0,17.0,1800.0,https://afltables.com/afl/stats/games/2024/041820240512.html,2024
Adelaide,1,90,90,612.0,213.0,455.0,1067.0,39.0,36.0,167.0,225.0,116.0,149.0,126.0,165.0,54.0,51.0,11.0,433.0,607.0,29.0,42.0,151.0,11.0,26.0,1799.0,https://afltables.com/afl/stats/games/2024/011920240512.html,2024
Brisbane Lions,0,90,90,648.0,255.0,421.0,1069.0,39.0,36.0,148.0,222.0,106.0,157.0,120.0,156.0,51.0,54.0,7.0,443.0,608.0,40.0,39.0,149.0,7.0,25.0,1800.0,https://afltables.com/afl/stats/games/2024/011920240512.html,2024
Gold Coast,1,164,100,680.0,233.0,546.0,1226.0,67.0,26.0,131.0,199.0,126.0,202.0,133.0,201.0,64.0,53.0,12.0,470.0,730.0,27.0,37.0,175.0,23.0,44.0,1800.0,https://afltables.com/afl/stats/games/2024/092020240516.html,2024
Geelong,0,100,164,640.0,190.0,504.0,1144.0,56.0,28.0,124.0,185.0,132.0,185.0,137.0,222.0,53.0,64.0,6.0,472.0,647.0,18.0,26.0,173.0,22.0,37.0,1800.0,https://afltables.com/afl/stats/games/2024/092020240516.html,2024
Sydney,1,117,65,657.0,241.0,393.0,1050.0,43.0,41.0,97.0,209.0,118.0,169.0,113.0,166.0,57.0,57.0,12.0,414.0,615.0,28.0,32.0,146.0,34.0,35.0,1801.0,https://afltables.com/afl/stats/games/2024/031620240517.html,2024
Carlton,0,65,117,657.0,248.0,378.0,1035.0,35.0,37.0,80.0,187.0,122.0,158.0,109.0,179.0,57.0,57.0,6.0,408.0,600.0,26.0,28.0,127.0,17.0,28.0,1800.0,https://afltables.com/afl/stats/games/2024/031620240517.html,2024
Collingwood,1,78,74,672.0,268.0,499.0,1171.0,35.0,20.0,114.0,204.0,130.0,156.0,124.0,159.0,27.0,30.0,12.0,435.0,717.0,34.0,28.0,154.0,16.0,28.0,1801.0,https://afltables.com/afl/stats/games/2024/010420240518.html,2024
Adelaide,0,74,78,672.0,281.0,527.0,1199.0,34.0,22.0,114.0,204.0,119.0,165.0,116.0,153.0,30.0,27.0,6.0,432.0,759.0,35.0,29.0,146.0,20.0,29.0,1800.0,https://afltables.com/afl/stats/games/2024/010420240518.html,2024
Greater Western Sydney,1,43,70,616.0,216.0,460.0,1076.0,20.0,36.0,143.0,204.0,142.0,143.0,122.0,178.0,51.0,51.0,6.0,443.0,585.0,33.0,29.0,135.0,6.0,12.0,1802.0,https://afltables.com/afl/stats/games/2024/072120240518.html,2024
Western Bulldogs,0,70,43,605.0,204.0,446.0,1051.0,22.0,51.0,136.0,180.0,122.0,163.0,130.0,155.0,51.0,51.0,12.0,451.0,567.0,24.0,31.0,132.0,3.0,9.0,1798.0,https://afltables.com/afl/stats/games/2024/072120240518.html,2024
St Kilda,1,55,72,664.0,297.0,429.0,1093.0,25.0,32.0,129.0,210.0,119.0,143.0,116.0,163.0,66.0,66.0,6.0,392.0,662.0,20.0,27.0,108.0,22.0,21.0,1799.0,https://afltables.com/afl/stats/games/2024/081520240518.html,2024
Fremantle,0,72,55,635.0,279.0,480.0,1115.0,26.0,43.0,132.0,231.0,112.0,151.0,133.0,143.0,66.0,66.0,12.0,391.0,703.0,16.0,39.0,114.0,20.0,24.0,1799.0,https://afltables.com/afl/stats/games/2024/081520240518.html,2024
Brisbane Lions,1,163,44,708.0,394.0,346.0,1054.0,58.0,22.0,116.0,132.0,98.0,160.0,106.0,154.0,58.0,47.0,12.0,329.0,708.0,33.0,51.0,87.0,19.0,46.0,1799.0,https://afltables.com/afl/stats/games/2024/141920240518.html,2024
Richmond,0,44,163,594.0,296.0,371.0,965.0,38.0,23.0,124.0,147.0,97.0,140.0,107.0,164.0,47.0,58.0,6.0,313.0,639.0,30.0,42.0,96.0,17.0,32.0,1800.0,https://afltables.com/afl/stats/games/2024/141920240518.html,2024
Essendon,1,106,66,612.0,302.0,434.0,1046.0,42.0,26.0,100.0,154.0,105.0,166.0,98.0,159.0,63.0,63.0,11.0,361.0,675.0,30.0,45.0,107.0,33.0,30.0,1801.0,https://afltables.com/afl/stats/games/2024/051220240519.html,2024
North Melbourne,0,66,106,627.0,316.0,421.0,1048.0,36.0,22.0,113.0,140.0,123.0,143.0,112.0,165.0,63.0,63.0,7.0,338.0,696.0,18.0,36.0,118.0,18.0,27.0,1800.0,https://afltables.com/afl/stats/games/2024/051220240519.html,2024
Port Adelaide,1,80,79,611.0,175.0,405.0,1016.0,34.0,35.0,122.0,272.0,105.0,144.0,121.0,173.0,56.0,58.0,10.0,443.0,531.0,12.0,23.0,140.0,11.0,24.0,1800.0,https://afltables.com/afl/stats/games/2024/101320240519.html,2024
Hawthorn,0,79,80,601.0,164.0,408.0,1009.0,35.0,28.0,130.0,256.0,108.0,144.0,125.0,172.0,58.0,56.0,8.0,439.0,531.0,9.0,22.0,160.0,10.0,24.0,1801.0,https://afltables.com/afl/stats/games/2024/101320240519.html,2024
West Coast,1,105,70,633.0,282.0,392.0,1025.0,42.0,28.0,100.0,193.0,87.0,150.0,113.0,136.0,48.0,54.0,12.0,369.0,609.0,37.0,35.0,123.0,29.0,30.0,1801.0,https://afltables.com/afl/stats/games/2024/111820240519.html,2024
Melbourne,0,70,105,594.0,231.0,403.0,997.0,36.0,29.0,113.0,197.0,102.0,129.0,118.0,140.0,54.0,48.0,6.0,369.0,579.0,29.0,31.0,120.0,25.0,27.0,1800.0,https://afltables.com/afl/stats/games/2024/111820240519.html,2024
Western Bulldogs,1,88,102,659.0,309.0,403.0,1062.0,40.0,38.0,119.0,183.0,106.0,166.0,109.0,166.0,40.0,41.0,7.0,381.0,666.0,27.0,37.0,142.0,17.0,28.0,1802.0,https://afltables.com/afl/stats/games/2024/071620240523.html,2024
Sydney,0,102,88,652.0,315.0,371.0,1023.0,44.0,28.0,136.0,204.0,125.0,152.0,104.0,161.0,41.0,40.0,11.0,348.0,642.0,21.0,35.0,122.0,28.0,29.0,1799.0,https://afltables.com/afl/stats/games/2024/071620240523.html,2024
Fremantle,1,75,75,666.0,281.0,515.0,1181.0,32.0,33.0,131.0,233.0,116.0,148.0,119.0,171.0,57.0,60.0,9.0,415.0,722.0,17.0,22.0,128.0,15.0,23.0,1800.0,https://afltables.com/afl/stats/games/2024/040820240524.html,2024
Collingwood,0,75,75,672.0,259.0,478.0,1150.0,31.0,39.0,136.0,226.0,115.0,149.0,130.0,174.0,60.0,57.0,9.0,425.0,670.0,22.0,20.0,130.0,15.0,22.0,1800.0,https://afltables.com/afl/stats/games/2024/040820240524.html,2024
Carlton,1,102,73,660.0,327.0,426.0,1086.0,41.0,31.0,121.0,189.0,114.0,153.0,120.0,136.0,38.0,43.0,12.0,374.0,696.0,35.0,41.0,111.0,18.0,26.0,1800.0,https://afltables.com/afl/stats/games/2024/032020240525.html,2024
Gold Coast,0,73,102,582.0,267.0,366.0,948.0,37.0,26.0,134.0,204.0,111.0,153.0,108.0,125.0,43.0,38.0,6.0,352.0,582.0,31.0,37.0,114.0,12.0,25.0,1801.0,https://afltables.com/afl/stats/games/2024/032020240525.html,2024
North Melbourne,1,48,107,642.0,325.0,390.0,1032.0,30.0,23.0,108.0,156.0,120.0,138.0,98.0,125.0,40.0,38.0,7.0,355.0,668.0,33.0,34.0,101.0,19.0,20.0,1799.0,https://afltables.com/afl/stats/games/2024/121320240525.html,2024
Port Adelaide,0,107,48,636.0,329.0,393.0,1029.0,39.0,28.0,105.0,174.0,108.0,159.0,100.0,133.0,38.0,40.0,11.0,344.0,688.0,27.0,44.0,97.0,29.0,28.0,1801.0,https://afltables.com/afl/stats/games/2024/121320240525.html,2024
Geelong,1,74,78,638.0,267.0,452.0,1090.0,33.0,28.0,115.0,200.0,106.0,156.0,118.0,187.0,47.0,52.0,6.0,423.0,611.0,37.0,36.0,105.0,9.0,21.0,1797.0,https://afltables.com/afl/stats/games/2024/092120240525.html,2024
Greater Western Sydney,0,78,74,631.0,249.0,448.0,1079.0,33.0,32.0,134.0,220.0,119.0,141.0,125.0,197.0,52.0,47.0,12.0,426.0,592.0,38.0,39.0,105.0,12.0,21.0,1801.0,https://afltables.com/afl/stats/games/2024/092120240525.html,2024
Richmond,1,74,86,643.0,256.0,465.0,1108.0,32.0,42.0,124.0,123.0,157.0,178.0,113.0,187.0,45.0,48.0,7.0,416.0,658.0,26.0,35.0,166.0,32.0,27.0,1798.0,https://afltables.com/afl/stats/games/2024/051420240525.html,2024
Essendon,0,86,74,677.0,281.0,477.0,1154.0,34.0,42.0,98.0,135.0,146.0,191.0,103.0,176.0,48.0,45.0,11.0,418.0,701.0,28.0,34.0,164.0,40.0,27.0,1801.0,https://afltables.com/afl/stats/games/2024/051420240525.html,2024
Hawthorn,1,100,75,616.0,270.0,426.0,1042.0,40.0,35.0,128.0,182.0,112.0,151.0,113.0,138.0,41.0,46.0,12.0,351.0,657.0,23.0,45.0,126.0,22.0,31.0,1801.0,https://afltables.com/afl/stats/games/2024/101920240526.html,2024
Brisbane Lions,0,75,100,632.0,294.0,381.0,1013.0,35.0,40.0,127.0,184.0,107.0,149.0,112.0,126.0,46.0,41.0,6.0,351.0,636.0,28.0,42.0,135.0,17.0,29.0,1800.0,https://afltables.com/afl/stats/games/2024/101920240526.html,2024
Melbourne,1,100,62,710.0,320.0,440.0,1150.0,37.0,40.0,96.0,129.0,113.0,175.0,99.0,151.0,52.0,41.0,12.0,381.0,738.0,40.0,42.0,156.0,11.0,32.0,1800.0,https://afltables.com/afl/stats/games/2024/111520240526.html,2024
St Kilda,0,62,100,655.0,268.0,469.0,1124.0,32.0,32.0,78.0,126.0,133.0,149.0,96.0,167.0,41.0,52.0,6.0,375.0,717.0,32.0,39.0,159.0,13.0,28.0,1798.0,https://afltables.com/afl/stats/games/2024/111520240526.html,2024
